url,title,release_date,director,producer,starring,language,imdb_link,tmdb_link
https://oldnothi.bfa.gov.bd/film-details/1913,Chorom Shikkha,21 March 2003,Kalam Kaiser,Shah Film,"Rubel, Poly, Mehedi, Mina",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1914,Durdhorsho Khuni,28 March 2003,Sharif Uddin Khan Dipu,Pinky Enterprise,"Amin Khan, Moonmoon, Shahin Alam, Shibli, Dipzol",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1915,Shoto Mitthar Lorai,04 April 2003,Monwar Khokon,Akash movie,"Manna, Mousumi, Shanu, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1917,Dui Bondhu Ak Shami,11 April 2003,FI Manik,Kritanjali movies,"Manna, Mousumi, Shabnur",Bengali,https://imdb.com/title/tt5888526,
https://oldnothi.bfa.gov.bd/film-details/1916,Hachhon Raja,04 April 2003,Chashi Nazrul Islam,Hasak Production,"Helal Khan, Shami Kaiser",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1918,Shahoshi Shontan,18 April 2003,Ustad Jahangir Alam,Ranjita Film,"Jahangir Alam, Moonmoon, Mayuri, Alekjender Bo, Sathi",Bengali,https://imdb.com/title/tt36457051,
https://oldnothi.bfa.gov.bd/film-details/1920,Ontore Jhor,02 May 2003,Shilpi Chakroborty,Atlas Movies,"Riaz, Misha Showdager, Sonia",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1919,Boro Malek,18 April 2003,PA Kajal,Amibannei Kathachitra,"Shakib Khan, Alekjendar Bo, Dipzal, Mayuri, Sathy",Bengali,https://imdb.com/title/tt0222812,
https://oldnothi.bfa.gov.bd/film-details/1921,Jolonto Bisforon,02 May 2003,AJ Rana,D.H Films,"Popy, Amit Hasan, Alekjendar Bo, Mayuri",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1923,Ajker Taja Khobor,16 May 2003,MA Rahim,S.M Film International,"Amit Hasan, Poly, Alekjendar Bo, Mayuri, Mehedi, Jhumka",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1922,Naussiemon,09 May 2003,Ali Azad,Anandamela movies,"Shabnur, Riaz, Labonnie  Sarkar",Bengali,https://imdb.com/title/tt4524340,
https://oldnothi.bfa.gov.bd/film-details/1924,Minister,16 May 2003,Kazi Hayat,China Films Ltd.,"Manna, Mousumi, A T M Shamsuzzaman",Bengali,https://imdb.com/title/tt34965625,
https://oldnothi.bfa.gov.bd/film-details/1926,Khuner Porinam,30 May 2003,Masum Parvez,Zico Film,"Rubel	Rubel, Popy, Mehedi, Panna",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1925,Dhor Mastan,23 May 2003,Swapan Chowdhury,Mahua Movies,"Rubel, Moonmoon, Alekjender Bo, Popy, Urmi, Shimu, Misha Sawdagor",Bengali,https://imdb.com/title/tt2606836,
https://oldnothi.bfa.gov.bd/film-details/1928,Gerila Bahini,06 June 2003,Azad Khan,Fair Production,"Rubel, Alekjender Bo, Moyuri, Jhumka, Rajib",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1927,Villain,06 June 2003,Ispahani Arif,Digonto Movies,"Manna, Purnima, Fardin, Ahmed Sharif",Bengali,,https://www.themoviedb.org/movie/996005
https://oldnothi.bfa.gov.bd/film-details/1930,Manik Badsha,13 June 2003,MA Awal,Munna movie,"Rubel, Aka, Mehedi, Ahmed Sharif",Bengali,https://imdb.com/title/tt0139876,
https://oldnothi.bfa.gov.bd/film-details/1929,Charidike Hangama,13 June 2003,Babul Reza,MOS Movies,"Moyuri, Suchorita, Ujjol, Amit Hasan, Mehedi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1932,Juddho Ghosona,27 June 2003,Rahim Shakib,S.R.S Production,"Alekjendar Bo, Moonmoon, Shahin Alam, Shanu, Mizu Ahmed",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1931,Danger,20 June 2003,Azad Khan,Monowara Films,"Shakib Khan, Alekjendar Bo, Mehedi, Mizu Ahmed",Bengali,,https://www.themoviedb.org/movie/165546
https://oldnothi.bfa.gov.bd/film-details/1933,Big Boss,04 July 2003,Montazur Rahman Akbar,Prachi Kathachitra,"Manna, Mousumi, Moyuri, Etc",Bengali,https://imdb.com/title/tt0067824,
https://oldnothi.bfa.gov.bd/film-details/1934,Khalas,04 July 2003,Shahin Sumon,Morder Film  International,"Rubel, Jhumka, Moonmon, Mehedi, Shapla, Etc",Bengali,https://imdb.com/title/tt0443559,
https://oldnothi.bfa.gov.bd/film-details/1935,Praner Manush,11 July 2003,Amjad Hossain,Alpana Kathachitra,"Shabnur, Ferdous Ahmed, Shakib Khan, Etc",Bengali,https://imdb.com/title/tt9581840,
https://oldnothi.bfa.gov.bd/film-details/1936,Stri Keno Shotru,11 July 2003,Badsha Bhai,ShobujKathachitra,"Mousumi, Amin Khan, Mayuri, Alekjendar Bo, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1937,Chintai,18 July 2003,J Sarker,Mitali Kathachitra,"Champa, Omor Sunny, Sangeeta, Bapparaj",Bengali,https://imdb.com/title/tt12753274,
https://oldnothi.bfa.gov.bd/film-details/1938,Kothin Simar,18 July 2003,Montazur Rahman Akbar,Ami Bony Kathachitra,"Manna, Popy, Amit Hasan, Jhumka, Dipzal, Etc",Bengali,https://imdb.com/title/tt3679170,
https://oldnothi.bfa.gov.bd/film-details/1939,Shopner Bhalobasa,25 July 2003,Zillur Rahman,Hashem Enterprise,"Riaz, Shabnur, Shahnur Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1940,Maran Aghat,25 July 2003,Kalam Kaiser,Bithi Kathachitra,"Rubel, Popy, Mehedi, Jhumka, Rajib, Etc",Bengali,https://imdb.com/title/tt15333916,
https://oldnothi.bfa.gov.bd/film-details/1941,Sahoshi Manush Chai,01 August 2003,Mohammed Hannan,Gonobani Movie,"Shakib Khan, Keya, Shabnur, Rajib, Etc",Bengali,https://imdb.com/title/tt5584026,
https://oldnothi.bfa.gov.bd/film-details/1943,Ora Shahoshi,08 August 2003,Abu Saeed Khan,Mayer Doya Movies,"Iliyas Kanchan, Popy, Shakib Khan, Ratna, Helal Khan, Etc",Bengali,https://imdb.com/title/tt12758042,
https://oldnothi.bfa.gov.bd/film-details/1942,Rongbaj O Police,01 August 2003,Shawkat Jamil,Apu Topu Film,"Amin Khan, Amit Hasan, Moyuri, Shanu, Mizu Ahmed, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1945,Moner Maze Tumi,15 August 2003,Matiur Rahman Panu,Ananda Mela movie,"Riaz, Purnima, Biplob, Etc",Bengali,https://imdb.com/title/tt2049504,
https://oldnothi.bfa.gov.bd/film-details/1946,Badsha Keno Chakor,15 August 2003,Arman,Arman Production,"Manna, Popy, Sujana, Ahmed Sharif, Razzak, Etc",Bengali,https://imdb.com/title/tt5661532,
https://oldnothi.bfa.gov.bd/film-details/1944,Omanuser Bhalobasha,08 August 2003,Abdul Awal Mintu,A O A Film,"Surma, Prince, Suchorita, Humayun Faridi, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1947,Chandra Kotha,22 August 2003,Humayun Ahmed,Nuhash Movie,"Ferdous Ahmed, Shawon, Champa, Asaduzzaman Nur,Etc",Bengali,https://imdb.com/title/tt0398846,
https://oldnothi.bfa.gov.bd/film-details/1948,Baghe Baghe Lorai,22 August 2003,Masud Parvez Rubel,Winner Films,"Rubel, Alekjender Bo, Salam, Shanu, Soheli, Dolly, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1949,Gopon Astana,29 August 2003,SM Sarker,Bondan Banichitra,"Amin Khan, Moonmoon, Mehdi, Jhumka. Etc",Bengali,https://imdb.com/title/tt2196083,
https://oldnothi.bfa.gov.bd/film-details/1950,Noyon Vora Jol,05 September 2003,Mohammed Hannan,Gonobani Movies,"Shabnur, Shakib Khan, Shahnur, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1951,Masud Rana akon Dhakai,05 September 2003,Sujaur Rahman,Kara Movie,"Moonmoon, Amit Hasan, Jhumka, Rana Hamid, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1952,Khotom,12 September 2003,Sheikh Nazrul Islam,K.N Film,"Alekjendar Bo, Mayuri, Mehedi, Jhumka, Rajib, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt6233482,
https://oldnothi.bfa.gov.bd/film-details/1953,Keyamot,12 September 2003,Raju Chowdhury,Ammajan Movies,"Amin Khan, Moonmoon, Alekjender Bo, Moyuri, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt12748340,
https://oldnothi.bfa.gov.bd/film-details/1954,Top Shomrat,18 September 2003,Montazur Rahman Akbar,Panorama movies,"Manna, Jumelia, Razzak, Rajib, Etc",Bengali,https://imdb.com/title/tt1641247,
https://oldnothi.bfa.gov.bd/film-details/1955,Rukhe Darao,26 September 2003,Shahadat Hossain Liton,Popy Films,"Shakib Khan, Sahara, Alekjender Bo, Moyuri, Mehedi, Jhumka, Etc",Bengali,https://imdb.com/title/tt31047946,
https://oldnothi.bfa.gov.bd/film-details/1956,Andhokar,26 September 2003,Kazi Hayat,Kazi Hayat Films,"Maruf, Nargis, A T M Shamsuzzaman, Etc",Bengali,https://imdb.com/title/tt5986982,
https://oldnothi.bfa.gov.bd/film-details/1957,Baba,03 October 2003,FI Manik,Meghna Kathachitra,"Manna, Purnima, Shahin Alam, Mayuri, Etc",Bengali,,https://www.themoviedb.org/movie/392780
https://oldnothi.bfa.gov.bd/film-details/1959,Khepa,10 October 2003,Harunurzaman,Mimi Kathachitra,"Moonmoon, Alekjender Bo, Nasrin, Mafia, Etc",Bengali,https://imdb.com/title/tt5711162,
https://oldnothi.bfa.gov.bd/film-details/1958,Thekao Bicchu,03 October 2003,Aziz Ahmed Babul,Dilshad Kathachitra,"Shahin Alam, Moyuri, Mehedi, Sonia, Jhumka",,https://imdb.com/title/tt28514207,
https://oldnothi.bfa.gov.bd/film-details/1960,Underworld,10 October 2003,AJ Rana,Surya movie,"Shakib Khan, Keya, Alekjender Bo, Mayuri, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt0320691,https://www.themoviedb.org/movie/277
https://oldnothi.bfa.gov.bd/film-details/1962,Bastob,26 November 2003,Badiul Alam Khokon,Sujan  International,"Manna, Purnima, Mehedi, Dolly, Misha Sawdagor, Etc",Bengali,https://imdb.com/title/tt2585806,
https://oldnothi.bfa.gov.bd/film-details/1961,Prem Songhat,26 November 2003,Monwar Khokon,Marina Movies,"Shabnur, Shakib Khan, Shahnur, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt0362044,
https://oldnothi.bfa.gov.bd/film-details/1964,Ore Baba,26 November 2003,Kamal Sarker,Porbhot Pictures,"Alekjender Bo, Mayuri, Shahin Alam, Antora, Jhumka, Etc",Bengali,https://imdb.com/title/tt30253473,
https://oldnothi.bfa.gov.bd/film-details/1963,Rustam,26 November 2003,Badiul Alam Khokon,Asha Production,"Manna, Mousumi, Mehedi, Mayuri, Jhumka, Aashrif, Etc",Bengali,https://imdb.com/title/tt15541402,
https://oldnothi.bfa.gov.bd/film-details/1965,God Father,26 November 2003,Shaheen Sumon,Kakon Films,"Rubel, Shanu, Mehedi, Jhumka, Azam Khan, Etc",Bengali,https://imdb.com/title/tt3722118,
https://oldnothi.bfa.gov.bd/film-details/1966,Gangstar,26 November 2003,Raju Chowdhury,R. C. S. movie,"Alekjender Bo, Amit Hasan, Suchona, Eka, Etc",Bengali,https://imdb.com/title/tt0496374,
https://oldnothi.bfa.gov.bd/film-details/1967,Aggradani,26 November 2003,M.A Rahim,R.S.B Production,"Amit Hasan, Alekjender Bo, Poly, Mayuri, Mizu Ahmed, Kabila, Etc",Bengali,https://imdb.com/title/tt0137363,
https://oldnothi.bfa.gov.bd/film-details/1968,Dearing,26 November 2003,Raju Chowdhury,Kibria Films,"Amit Hasan, Alekjender Bo, Poly, Moyuri, Mizu Ahmed, Etc",Bengali,,https://www.themoviedb.org/movie/1150265
https://oldnothi.bfa.gov.bd/film-details/1969,Bou Shashurir Zuddho,26 November 2003,Azadi Hasnat Firoz,Modern Film  International,"Shabnur, Ferdous Ahmed, Rina Khan, Shanu, Sonia, Etc",Bengali,https://imdb.com/title/tt5888314,
https://oldnothi.bfa.gov.bd/film-details/1971,Adhiyar,12 December 2003,Saidul Anam Tutul,Akar,"Raisul Islam Asad, Litu Anam, Champa, Jayanto Chottopadhay, Piyush Bandyopadhy , Etc",Bengali,https://imdb.com/title/tt1042463,https://www.themoviedb.org/movie/761824
https://oldnothi.bfa.gov.bd/film-details/1972,Nura Pagla,26 December 2003,Enayet Karim,Sanjyan Film International,"Amit Hasan, Nadi, Alekjender Bo, Sonia, Misha Shawdager, Etc",Bengali,https://imdb.com/title/tt33583789,
https://oldnothi.bfa.gov.bd/film-details/1973,Shatrur Mokabila,26 December 2003,Md. Sharif Uddin Khan Dipu,Pinky movies,"Alekjender Bo, Amit Hasan, Mehedi, Moyuri, Jhumka, Shanu, Suchona, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1970,Kokhono Megh Kokhono Bishti,26 November 2003,Mousumi,Impress TeleFilm,"Razzak, Mousumi, Babita, Ferdous Ahmed, Etc",Bengali,https://imdb.com/title/tt1000113,
https://oldnothi.bfa.gov.bd/film-details/1974,Ondhokar Jogoth,01 February 2019,Bodiul Alam Khokon,S G Production,"D A Tayeb, Mahiya Mahi, Alekgender Bo, Moumita Mou, Misha Saudagar & others.",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1977,Padmar Prem,03 May 2019,Harunuzzaman,Swapnochura International,"Sumit Sengupta, Airin Sultana, Dadek Bacchur, Joyonto Chottopaddya, Alekgander Bo, Moonmun & others.",Bengali,https://imdb.com/title/tt10588586,
https://oldnothi.bfa.gov.bd/film-details/1975,Prem Amar-2,02 April 2019,Bidula Bhattachrjee,Green Light Production,"Adrit Roy, Puja Cherry Roy & others.",Bengali,https://imdb.com/title/tt10162730,https://www.themoviedb.org/movie/581614
https://oldnothi.bfa.gov.bd/film-details/1980,Futpater Raja,02 January 2004,Shahadat Hossain Liton,S.P Production,"Amin Khan, Ratna, Shanu, Munna, Misha shawdager , Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1982,Prem Keno Kaday,02 January 2004,Rana Nasser,Mridha Films,"Amin Khan, Shahnaz, Misha Sawdagor, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/1978,ShahanShah,03 December 2019,Shamim Ahmed Rony,Selim Enterprise,"Shakib Khan, Nusrat Faria, Rodela Jannat, Amit Hasan, Sadek Bacchu, Ahmed Sharif & others.",Bengali,https://imdb.com/title/tt9662750,
https://oldnothi.bfa.gov.bd/film-details/1984,Dosto Amar,09 January 2004,M.M Sarkar,Shakti Films,"Shabnur, Ferdous, Amin Khan, Mayuri, Humayun Faridi, Etc",,https://imdb.com/title/tt0826028,
https://oldnothi.bfa.gov.bd/film-details/1986,Palta Akromon,09 January 2004,Ahmed Nasser,A. R Production,"Shakib Khan, Keya, Alekjendar Bo, Shanu, Misha Sawdagor, Etc",Bengali,https://imdb.com/title/tt32737789,
https://oldnothi.bfa.gov.bd/film-details/1988,Phool are Pathar,16 January 2004,Nurul Islam,B.J Films,"Sanidean, Niloy, Etc",,https://imdb.com/title/tt0102645,
https://oldnothi.bfa.gov.bd/film-details/1989,Ora Loraku,16 January 2004,R. A Khan,Choturango Film,"Amin Khan, Moonmoon, Jhumka, Shah Alam, Etc",,https://imdb.com/title/tt0476922,
https://oldnothi.bfa.gov.bd/film-details/1991,Zero Zero Seven,02 February 2004,Ajad Khan,Nadim Films,"Alekjender Bo, Moyuri, Sagor, Sonia, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt15334792,
https://oldnothi.bfa.gov.bd/film-details/1992,Joutho Bahini,02 February 2004,Shahin Sumon,Film fare Production,"Amin Khan, Moyuri, Amit Hasan, Shanu, Shah Alam, Etc",Bengali,https://imdb.com/title/tt0118720,
https://oldnothi.bfa.gov.bd/film-details/1996,Baap Betar Lorai,02 February 2004,F I Manik,Orc Movies,"Manna, Purnima, Amit Hasan, Nadi, Razzak, Etc",,,
https://oldnothi.bfa.gov.bd/film-details/1994,Danger Hero,02 February 2004,Ali Mondol,Shawon Movie,"Rubel, Keya, Moyuri, Shahin Alam, Etc",Bengali,https://imdb.com/title/tt8457394,https://www.themoviedb.org/movie/79
https://oldnothi.bfa.gov.bd/film-details/1993,Loot part,02 February 2004,Mohammad Hossain,Sony Kathachitra,"Amin Khan, Popy, Shimla, Humayun Faridi, Jambu, Etc",,https://imdb.com/title/tt0119567,
https://oldnothi.bfa.gov.bd/film-details/1997,Bachelor,02 February 2004,Mostafa Sarwar Faruki,Impress TeleFilm,"Ferdous Ahmed,Shabnur,Hasan Masud,Jaya Ahsan, Api Karim,Marjuk Rasel,Ahmed Rubel, Etc",Bengali,,https://www.themoviedb.org/movie/421718
https://oldnothi.bfa.gov.bd/film-details/1998,Bir,02 March 2020,Kazi Hayat,Md. Iqbal,"Shakib Khan, Shobnom Bubly, Misha Saudagar, nana Shah, Sadek Bacchu, Shiba Shanu, Kabila & others.",Bengali,https://imdb.com/title/tt11301642,https://www.themoviedb.org/movie/1088662
https://oldnothi.bfa.gov.bd/film-details/2000,Abbas Daroyan,20 February 2004,Uttam Akash,Sonkkho Bani,"Manna, Baishakhi, Shanu, Shahin Alam, Rajib, Etc",Bengali,https://imdb.com/title/tt13332660,
https://oldnothi.bfa.gov.bd/film-details/2003,Gurudeb,27 February 2004,Anwar Chowdhury Jibon,J. C Production,"Shakib Khan, Alekjendar Bo, Moonmoon, Liza, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt3105452,
https://oldnothi.bfa.gov.bd/film-details/2002,Ora Gaddar,27 February 2004,Sajedur Rahman Saju,Chandra Moni movie,"Alekjender Bo, Amit Hasan, Shahnur, Suchona, Shapla, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt29797483,
https://oldnothi.bfa.gov.bd/film-details/1999,Danger Mission,20 February 2004,Azad Khan,Rishabh Movie,"Rubel, Moonmoon, Suchona, Shahin Alam, Misha Shawdager, Etc",Bengali,https://imdb.com/title/tt33733326,
https://oldnothi.bfa.gov.bd/film-details/2006,Varate Khuni,19 March 2004,Shahadat Hossain Liton,Sakkor  Film,"Shakib Khan, Sahara, Amit Hasan,  Poly, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2007,Diwana Mastan,26 March 2004,Shahadat Hossain Liton,Disti Kathachitra,"Amit Khan, Keya, Shahin Alam, Etc",Bengali,https://imdb.com/title/tt0118957,
https://oldnothi.bfa.gov.bd/film-details/2004,Kothin Purush,05 March 2004,Shahadat Hossain Liton,S.M Film  International,"Manna, Shabnur, Amit Hasan, Poly, Mizu Ahmed, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2009,Megher Pore Megh,26 March 2004,Nazrul Islam,Impress TeleFilm Ltd.,"Riaz, Purnima, Mahfuz, Etc",Bengali,https://imdb.com/title/tt1000129,
https://oldnothi.bfa.gov.bd/film-details/2010,Jibon Ek Songhorso,26 March 2004,Mohammed Hannan,Ganabani Kathachitra,"Manna, Shabnur, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2013,Bhaier Shotry Bhai,02 April 2004,Sajedur Rahman Akbar,Ami Bannei Kathachitra,"Manna, Shabnur, Amit Hasan, Moyuri, Dipzol, Etc",Bengali,https://imdb.com/title/tt5009068,
https://oldnothi.bfa.gov.bd/film-details/2014,Last Target,09 April 2004,Azad Khan,T O T Films,"Alekjender Bo, Shakib Khan Neela, Karina, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt1440728,
https://oldnothi.bfa.gov.bd/film-details/2015,Proti Hingshar Barud,16 April 2004,A J Rana,Sagar Films  International,"Alekjender Bo, Moyuri, Mehedi, Jhumka, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2011,Hridoy Shudu Tomar Jonno,02 April 2004,Sajedur Rahman Saju,Inni movie,"Shahed, Shabnur, Shakib Khan, Shahnur, Etc",Bengali,https://imdb.com/title/tt5141042,
https://oldnothi.bfa.gov.bd/film-details/2016,Oporadh Domon,16 April 2004,Raju Chowdhury,Tushar Kathachitra,"Alekjender Bo, Moyuri, Amin Khan, Keya, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2018,Durniti Domon,23 April 2004,Kalam Kaiser,Shah Films,"Rubel, Poly, Amit Hasan, Shanu, Misha Sawdagor, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2017,Direct fire,23 April 2004,Babul Reza,Titu Films,"Sohel, Urmila, Suchona, Aliraj, Etc",Bengali,https://imdb.com/title/tt2251285,
https://oldnothi.bfa.gov.bd/film-details/2019,Seyane Seyane Tokkor,30 April 2004,S A Rahim,R. R. Production,"Jahangir Alam, Amit Hasan, Shanu, Moonmoon, Etc",Bengali,https://imdb.com/title/tt11333796,
https://oldnothi.bfa.gov.bd/film-details/2020,Ajker Chadabaz,07 May 2004,Sharif  Uddin Khan Dipu,K.D Production,"Amin Khan, Moyuri, Jahangir Alam, Jhumka, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2022,Tungiparar Mia Vai,11 December 2020,"Selim Khan, Shamim Ahmed Roni",Pinkey Akther,"‍Shanto Khan, Prarthona fardin Dighi, Joyonto Chottopaddya, Dilara Jaman, Shiba Shanu",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2021,Rajdhani,14 May 2004,Mohammad Hossain Jemi,Kirton Khola Production,"Manna, Sumuna, Fardin, Shahnur, Etc",Bengali,https://imdb.com/title/tt2560016,
https://oldnothi.bfa.gov.bd/film-details/2024,Attack,21 May 2004,M A Rahim,Liberty Kathachitra,"Amin Khan, Poly, Alekjender Bo, Sonali, Mehedi, Jhumka, Etc",Bengali,,https://www.themoviedb.org/movie/10100
https://oldnothi.bfa.gov.bd/film-details/2023,Agun Amar Nam,14 May 2004,Shojol Chowdhury,F.C Production,"Rubel, Poly, Mehedi, Jhumka, Sagar, Sonali, Etc",Bengali,https://imdb.com/title/tt0463676,
https://oldnothi.bfa.gov.bd/film-details/2025,Ghazab,28 May 2004,Sheikh Nazrul Islam,K. N Production,"Alekjendar Bo, Mayuri, Mehedi, Kabila, Etc",Bengali,https://imdb.com/title/tt0359325,
https://oldnothi.bfa.gov.bd/film-details/2031,Premika Chintai,11 June 2004,Feroz Khan Prince,Sonamoni Films,"Rubel, Shanu, Suchuna, Shahin Alam, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt29493546,
https://oldnothi.bfa.gov.bd/film-details/2027,Nari,28 May 2004,Mohammad Hossain,Sony Kathachitra,"Amin Khan, Moonmoon, Nasir Khan, Etc",Bengali,https://imdb.com/title/tt28479285,https://www.themoviedb.org/movie/51349
https://oldnothi.bfa.gov.bd/film-details/2030,Bachau,11 June 2004,G S Bahar,Panorama Movies,"Amin Khan, Sohel, Monica, Shanu, Shahin, Etc",Bengali,https://imdb.com/title/tt2762506,
https://oldnothi.bfa.gov.bd/film-details/2033,Kothin Shiddhanto,18 June 2004,Gazi Jahangir,J. S Production,"Alekjender Bo, Eka, Amit Hasan, Shahin Alam, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2028,Uttorer Khep,04 June 2004,Shahjahan Chowdhury,Amra Kotipoi,"Raisul Islam Asad, Chompa, Etc",Bengali,https://imdb.com/title/tt5660850,
https://oldnothi.bfa.gov.bd/film-details/2035,Mohora,25 June 2004,Sheikh Didarul Hossain,D F Film,"Amin Khan, Jumelia, Moyuri, Mizu Ahmed, Etc",Bengali,https://imdb.com/title/tt27853283,
https://oldnothi.bfa.gov.bd/film-details/2032,Bikkhuv,12 July 2020,Shamim Ahmed Rony,Selim Khan,"Shanto Khan, Srabonti Chottopaddaya & others.",Bengali,https://imdb.com/title/tt3902736,
https://oldnothi.bfa.gov.bd/film-details/2034,Bidrohi Salauddin,18 June 2004,F A Manik,Prachi Kathachitra,"Manna, Purnima, Shahin Alam, Jhumka, Omar Sunny, Etc",Bengali,https://imdb.com/title/tt12753196,
https://oldnothi.bfa.gov.bd/film-details/2036,Ghartera,25 June 2004,Montazur Rahman Akbar,Ami bani Kathachitra,"Shakib Khan, Poly, Mehedi, Jumka, Dipzal, Etc",Bengali,https://imdb.com/title/tt32094375,
https://oldnothi.bfa.gov.bd/film-details/2037,Makeup,12 August 2020,Ananna Mamun,Celebrity Production,"Tarik Anam Khan, Jiaul Roshan, Nipa Ahmed Really & others.",Bengali,https://imdb.com/title/tt11422498,https://www.themoviedb.org/movie/787259
https://oldnothi.bfa.gov.bd/film-details/2041,Ek Khondo Jomi,09 July 2004,Shahjahan Chowdhury,Amra Kotipoi,"Raisul Islam Asad, Champa, Etc",Bengali,https://imdb.com/title/tt5592024,
https://oldnothi.bfa.gov.bd/film-details/2038,Agun Zolbei,02 July 2004,Shah Alam Kiran,Royal Movies,"Amin Khan, Rituparna Sungupta, Amit Hasan, Rajib, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2040,Noshto,02 July 2004,Shahin Sumon,H.R Film,"Riaz, Shakib Khan, Ratna, Keya, Etc",Bengali,https://imdb.com/title/tt27773306,
https://oldnothi.bfa.gov.bd/film-details/2043,Mayer Hater Bala,09 July 2004,Monwar Khokon,Monowara Films,"Shakib Khan, Nadi, Soochana, Shohel, Umila, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2045,Bager Baccha,09 July 2004,M M Sarkar,N.G.C. Production,"Manna, Mousumi, Rajib, Shahin Alam, Etc",Bengali,https://imdb.com/title/tt12757130,
https://oldnothi.bfa.gov.bd/film-details/2048,Teji Purush,23 July 2004,P A Kajal,Shobuj Kathachitra,"Manna, Shahin Alam, Nadi, Mizu Ahmed, Misha Shawdager, Etc",Bengali,https://imdb.com/title/tt12748314,
https://oldnothi.bfa.gov.bd/film-details/2047,Khairun Sundori,16 July 2004,A K Shohel,Meghalaya movies,"Mousumi, Ferdous Ahmed, Dildar, Misha Shawdager, Etc",Bengali,https://imdb.com/title/tt30580940,
https://oldnothi.bfa.gov.bd/film-details/2046,Rongin Chosma,16 July 2004,A R Rahman,Sajni Film  International,"Alekjender Bo, Poly, Jahangir Alam, Shanu, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2049,Dhor Soytan,23 July 2004,Badiur Alam Khokon,Dis Kajri Film,"Shakib Khan, Alekjendar Bo, Mayuri, Sahara, Misha Shawdager, Etc",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2050,Joiboti Konnar Mon,02 September 2021,Nargis Akhter,Nargis Akhter,"Gazi Abdun Noor, Sayontoni Datta, Gazi Rakayet, Golam Forida Chonda Imto Ratish & others.",Bengali,https://imdb.com/title/tt30702059,
https://oldnothi.bfa.gov.bd/film-details/2051,Kalo Haat,06 August 2004,Nur Hossain Bolai,Impress Movies,"Amin Khan, Amit Hasan, Sanu, Nargis, Moon, Etc",Bengali,https://imdb.com/title/tt11291274,
https://oldnothi.bfa.gov.bd/film-details/2053,Chirtonjib Mujib,09 January 2021,Md. Nazrul Islam,Liton Hayder,"Ahmed Rubel, Purnima, Khairul Alam Sobuj, Dilara Jamzan, Azad Abul Kalam & others.",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/2052,Cross Fire,13 August 2004,Azad Khan,Liya Films,"Moyuri, Misha Shawdager, Pinu, Sagar, Sohel, Sumon, Etc",Bengali,https://imdb.com/title/tt0097127,
