url,title,release_date,director,producer,starring,language,imdb_link,tmdb_link
https://oldnothi.bfa.gov.bd/film-details/633,Amar Jaan,28 August 1992,,Uttam Kathachitra,"Champa, Manna, Jinat, Aliraj",,https://imdb.com/title/tt9248934,
https://oldnothi.bfa.gov.bd/film-details/631,Rokter Bodla,31 July 1992,Zahirul Haque,Jasmine Katachitra Ltd.,"Iliyas Kanchan, Jasim, Anju Ghosh, Nuton",Bengali,https://imdb.com/title/tt19898688,
https://oldnothi.bfa.gov.bd/film-details/632,Beporoya,07 August 1992,Kabir Anowar,Hasanabad Katachitra,"Iliyas Kanchan, Diti, Shabnam, Rahman, Humayun Faridi",Bengali,https://imdb.com/title/tt5689572,
https://oldnothi.bfa.gov.bd/film-details/635,Uchit Shikkha,11 September 1992,Aokat Hossain,Pickup Films,"Jasim, Babita, Sunetra",Bengali,https://imdb.com/title/tt29354063,
https://oldnothi.bfa.gov.bd/film-details/636,Chorer Bou,11 September 1992,Zahirul Haque,Moses Century,"Jafar Iqbal, Champa, Kobita",Bengali,https://imdb.com/title/tt6899594,
https://oldnothi.bfa.gov.bd/film-details/634,Alo Amar Alo,04 September 1992,M. M. Government,Z. A. Films,"Manna, Anjali, Amit Hasan, Sucharitra",Bengali,https://imdb.com/title/tt0244387,
https://oldnothi.bfa.gov.bd/film-details/638,Sonia,18 September 1992,Mostafizur Rahman,Ajanta Kathachitra,"Shabnaz, Nayeem",Bengali,https://imdb.com/title/tt7722224,https://www.themoviedb.org/movie/478691
https://oldnothi.bfa.gov.bd/film-details/637,Premer Protidan,18 September 1992,Fazal Ahmed Benazir,Bobby Film Corporation,"Iliyas Kanchan, Diti, Sucharita",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/639,Amar Adalat,25 September 1992,Artist Chakraborty,Aasha Films,"Iliyas Kanchan, Doel",Bengali,https://imdb.com/title/tt7639334,
https://oldnothi.bfa.gov.bd/film-details/640,Bhikarir Chele,23 October 1992,MA Malek,H. And Films,"Jinnat, Sattar",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/641,Dongshon,02 October 1992,Shibli Sadiq,Anchor movies,"Iliyas Kanchan, Razzak, Babita",Bengali,https://imdb.com/title/tt0201694,
https://oldnothi.bfa.gov.bd/film-details/643,Ei Nire Songsar,09 October 1992,Nur Hossain Balai,S. F. Movies,"Iliyas Kanchan, Champa, Sucharitra,",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/642,Shadi Mubarak,09 October 1992,Ashok Ghosh,Julie Productions,"Champa, Manna, Aruna Bishwas",Bengali,https://imdb.com/title/tt16978714,
https://oldnothi.bfa.gov.bd/film-details/644,Mayer Kanna,16 October 1992,Abul Khair Bulbul,Brother Brother Films,"Rubel, Kavita, Shahin Alam, Aruna Bishwas",Bengali,https://imdb.com/title/tt0876208,
https://oldnothi.bfa.gov.bd/film-details/647,Gorom Haoya,06 November 1992,Bulbul Ahmed,Troyi Chitrom,"Champa, Manna, Humayun Faridi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/645,Love In America,30 October 1992,Mohsin,Milon Movies,"Bulbul Ahmed, Ahmed Sharif",,https://imdb.com/title/tt6688234,
https://oldnothi.bfa.gov.bd/film-details/646,Jonmodata,30 October 1992,Mohammad Rafiquzzaman,Moni Kathachitra,"Iliyas Kanchan, Razzak, Fagluni Ahmed, Champa",Bengali,https://imdb.com/title/tt14560320,
https://oldnothi.bfa.gov.bd/film-details/648,Samparko,06 November 1992,Fazle Haque,Anandamela movies,"Jasim, Rubel, Shabnam, Poetry",Bengali,https://imdb.com/title/tt6298498,
https://oldnothi.bfa.gov.bd/film-details/649,Shanti Oshanti,25 December 1992,Delwar Jahan Jhantu,Jamuna Film Corporation,"Jasim, Nuton",Bengali,https://imdb.com/title/tt1024943,
https://oldnothi.bfa.gov.bd/film-details/650,Gariyal Bhai,25 December 1992,Tozammel Haque Bakul,Anandamela Movies,"Iliyas Kanchan, Anju Ghosh",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/651,Anjali,25 December 1992,Darashiko,D-Ras Films,"Shabnaz, Susmmoy",Bengali,https://imdb.com/title/tt0099043,
https://oldnothi.bfa.gov.bd/film-details/652,Trash,18 December 1992,Kazi Hayat,Sultana Pictures,"Sucharita, Manna, Kobita",Bengali,,https://www.themoviedb.org/movie/561523
https://oldnothi.bfa.gov.bd/film-details/653,Chokhe Chokhe,18 December 1992,Ehtesham,Ajanta Kathachitra,"Shabnaz, Nayeem",Bengali,https://imdb.com/title/tt11304754,
https://oldnothi.bfa.gov.bd/film-details/654,Choker Pani,04 December 1992,Masood Parvez,Parvez Films,"Shabana, Sohel Rana, Rubel",Bengali,https://imdb.com/title/tt15278108,
https://oldnothi.bfa.gov.bd/film-details/655,Benam Badsha,27 November 1992,Sohanur Rahman Sohon,Saj Films,"Iliyas Kanchan, Diti, Aruna Bishwas, Rajiv",Bengali,https://imdb.com/title/tt11162174,
https://oldnothi.bfa.gov.bd/film-details/658,Ke Ami,02 January 2009,Wakil Ahmed,Shondany Kathachitra,"Riaz, Purnima, Iliyas Kanchan",Bengali,https://imdb.com/title/tt2070710,
https://oldnothi.bfa.gov.bd/film-details/656,Cobra,20 November 1992,A. E. R. Khan,Mohammad Sirajuddin Productions,"Manna, Anju Ghosh",Bengali,,https://www.themoviedb.org/movie/772501
https://oldnothi.bfa.gov.bd/film-details/659,Jogot Sangshar,02 January 2009,Raihan Mujib,Sagar Film  International,"Manna, Popy, Dithi, Omar Sunny, Kazi Hayat",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/660,Sromik Neta,09 January 2009,Kazi Hayat,Mayer Duya Movie,"Maruf, Purniam, Babita, Kazi Hayat",Bengali,https://imdb.com/title/tt1858512,
https://oldnothi.bfa.gov.bd/film-details/662,Vondo Nayok,16 January 2009,Shahadat Hossain Liton,J. A. Film International,"Alekjendar Bo, Sahara, Poly, Misha Sawdagor",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/661,Bhul Sobi Bhul,16 January 2009,Moin Bissas,Shara Kathachitra,"Amin Khan, Purnima, Sohel Rana, Babita",Bengali,https://imdb.com/title/tt36616931,
https://oldnothi.bfa.gov.bd/film-details/663,Tumi Ki Shei,23 January 2009,Abul Kalam Azad,Multimedia Pro,"Ferdous Ahmed, Keya, Amit Hasan, Ratna",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/664,Ovishopto Raat,30 January 2009,Apurba Rana,Shobuj Kathachitra,"Sahara, Amit Hasan, Poly, Misha Sawdagor",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/665,Jibon Niye Juddho,30 January 2009,Niranjan Bishwas,Sikdar Kathachitra,"Manna, Shabnur",Bengali,https://imdb.com/title/tt31801720,
https://oldnothi.bfa.gov.bd/film-details/666,Tumi Amar Swami,06 February 2009,Montazur Rahman Akbar,Bishal corporation,"Riaz, Shabnur, Razzak, Alamgir, Kabari",Bengali,https://imdb.com/title/tt2639036,
https://oldnothi.bfa.gov.bd/film-details/667,Monpura,13 February 2009,Gias Uddin Selim,Mach Ranga Production,"Chanchal Chowdhury, Farhana Mili, Mamunur Rashid",Bengali,https://imdb.com/title/tt1621830,https://www.themoviedb.org/movie/91777
https://oldnothi.bfa.gov.bd/film-details/668,Miya barir chakor,13 February 2009,Shahadat Hossain Liton,Liberty Kathachitra,"Shakib Khan, Apu Bishwas, Nodi, Khalil, Sujata, Sucharita, Nasrin, Don, Misha Shawdagor, Humayun Faridi, Abdur Rajjak",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/670,Bondo Maya Lagaiche,27 February 2009,Swapan Chowdhury,Cho FilmPro,"Amin Khan, Nipun, Prince, Shanu",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/671,Ainer Hate Greftar,27 February 2009,Abu Sufiyan,Logan Film  International,"Nipun, Saif Khan, Shilpi, Mizu Ahmed",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/672,Hridoy Theke Paowa,06 March 2009,Mohammed Hossain Jaimy,Impress Telefilm,"Manna, Mousumi, Misha Sawdagar,",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/669,Boner Jonno Juddho,20 February 2009,Shahadat Hossain Liton,F.P Production,"Shakib Khan, Apu Bishwas, Razzak, Sucharita",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/675,Shotru Voyankor,01 January 1993,Shahidul Islam Khokon,Zico Films,"Shabana, Sohel Rana, Rubel, Sathi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/673,Moynamotir Songsar,06 March 2009,Ali Azad,SomonnoyFilm,"Mousumi, Ferdous Ahmed, Wasim, Rebecca",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/674,Jonmo Tomar Jonno,20 March 2009,Shahin Sumon,Apurbo Kathachitra,"Shakib Khan, Apu Bishwas",Bengali,https://imdb.com/title/tt5141042,
https://oldnothi.bfa.gov.bd/film-details/677,Mastan Raja,01 January 1993,Dewan Nazrul Islam,Jambs Productions,"Shabana Jasim, Diti",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/676,Mon Boshena Porar Tebile,03 April 2009,Abdul Mannan,Gazipuri Film,"Shabnur, Riaz",Bengali,https://imdb.com/title/tt2391548,
https://oldnothi.bfa.gov.bd/film-details/678,Futpater Sahenshah,03 April 2009,S Alam Saki,Salman Movie,"Rubel, Shayla, Dolly, Omar Sunny",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/679,Bhai Er Ador,08 January 1993,Delwar Jahan Jhantu,Anika Movies,"Jasim, Nuton, Champa, Manna",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/680,Chader Moto Bou,10 April 2009,Mohammad Hossain,Grameen Kathachitra,"Shabnur, Riaz, Nipun, A T M Shamsuzzaman",Bengali,https://imdb.com/title/tt2395798,
https://oldnothi.bfa.gov.bd/film-details/682,Goriber Chele Boroloker Meye,17 April 2009,Ahmad Nasir,Ayan Film,"Maruf, Apu Bishwas, Ahmed Sharif, Kazi Hayat",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/681,Vikram,08 January 1993,Al-Masud,Doel movie,"Iliyas Kanchan, Doel, Anjana, Rubel",Bengali,https://imdb.com/title/tt9179430,
https://oldnothi.bfa.gov.bd/film-details/684,Shuvo Bibaho,17 April 2009,Debashis Biswas,Giticitra,"Riaz, Ferdous Ahmed, Apu Bishwas, Nipun",Bengali,https://imdb.com/title/tt2063777,
https://oldnothi.bfa.gov.bd/film-details/685,Attmo Bishwas,15 January 1993,S. S. Sarker,Shakti Films,"Iliyas Kanchan, Diti",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/683,Malamal,15 January 1993,Kamruzzaman,Maloty Movies,"Rubel, Rani",Bengali,https://imdb.com/title/tt12747736,
https://oldnothi.bfa.gov.bd/film-details/686,Baba thakur,24 April 2009,Apurba Rana,Fantasy Movies,"Amin Khan, Nipun, Amit Hasan, Mizu Ahmed",Bengali,https://imdb.com/title/tt4249544,
https://oldnothi.bfa.gov.bd/film-details/688,Agnipath,22 January 1993,Fakrul Hasan Bairagi,Manoranjan Films,"Rozina, Amit Hasan, Diti",Bengali,https://imdb.com/title/tt5184714,
https://oldnothi.bfa.gov.bd/film-details/690,Bolbo Kotha Basor Ghore,08 May 2009,Shah Alam Sangram,Matri Chaya Film,"Shakib Khan, Shabnur, Sahara",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/687,Return Ticket,01 May 2009,Masood Parvez,Parvez Films,"Sohel Rana, Rubel, Nipun, A T M Shamsuzzaman",Bengali,https://imdb.com/title/tt1733271,https://www.themoviedb.org/movie/106219
https://oldnothi.bfa.gov.bd/film-details/691,Achin Desher raj kumar,29 January 1993,Tozammel Hossain Bakul,Asha Productions,"Iliyas Kanchan, Anju Ghosh",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/689,Obdho Prem,22 January 1993,Mostafa Monwar,Sathi Film,"Champa, Manna, Nuton",Bengali,https://imdb.com/title/tt5606364,
https://oldnothi.bfa.gov.bd/film-details/692,Opare Akash,15 May 2009,Shafiqul Islam Sohel,Sarong,"Ferdous Ahmed, Sadika Parvin Popy, A T M Shamsuzzaman, Jamilur Rahman",Bengali,https://imdb.com/title/tt1829726,
https://oldnothi.bfa.gov.bd/film-details/693,Ruper Rani Ganer Raja,29 January 1993,Delwar Jahan Jhantu,B.N. Productions,"Iliyas Kanchan, Nuton",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/694,Prithibi Takar Golam,22 May 2009,Joynal Abedin,Gemino FilmProduction Company,"Amin Khan, Apu Bishwas, A T M Shamsuzzaman",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/696,Biye Bari,05 June 2009,Shahin Sumon,Titus Kathachitra,"Shakib Khan, Rumana, Razzak, Babita",Bengali,https://imdb.com/title/tt35081822,
https://oldnothi.bfa.gov.bd/film-details/695,Bodhu Tumi Kar,29 May 2009,BR Chowdhury,Cinemax,"Shabnur, Riaz, Misha Sawdagor, Dolly Zahura, Kazi Hayat",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/697,Ason,05 February 1993,SM Malek,Shuvo Films International,"Sohel Rana, Rubel, Kobita",Bengali,,https://www.themoviedb.org/movie/851529
https://oldnothi.bfa.gov.bd/film-details/698,Thekaw Andolon,12 June 2009,Raju Chowdhury,Tibro KothaChiro,"Amin Khan, Nipun, Kakli, Misha Sawdagor",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/699,Prem Sohagi,05 February 1993,Satya Ranjan,Emmy Kathachitra,"Iliyas Kanchan, Anju Ghosh, Imran, Saima",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/700,Abdar,12 February 1993,Subhash Dutt,Songlap  chirto,"Iliyas Kanchan, Champa, Sohel Chowdhury, Aruna Bishwas",Bengali,https://imdb.com/title/tt30439041,
https://oldnothi.bfa.gov.bd/film-details/701,Prem Koyedi,19 June 2009,M B Manik,S.K Movies  International,"Shakib Khan, Sahara, Misha Sawdagor, Prabir Mitra",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/702,Padma Nodir Majhi,12 February 1993,Gautam Ghosh,Ashirbad  Films,"Champa, Asad, Rupa",Bengali,https://imdb.com/title/tt0107767,
https://oldnothi.bfa.gov.bd/film-details/703,Nil Achol,19 June 2009,Bulbul Jilani,Nadia Shobig,"Tofiq, Resi, Hira, Bulbul",Bengali,https://imdb.com/title/tt1391559,
https://oldnothi.bfa.gov.bd/film-details/704,Maa Boro Na Bou Boro,26 June 2009,Sheikh Nazrul Islam,K.N Film,"Amin Khan, Nipun, Dolly Zahura, Razzak, Kazi Hayat",Bengali,,https://www.themoviedb.org/movie/1266243
https://oldnothi.bfa.gov.bd/film-details/705,Mon Jekhane Hridoy Shekhane,03 July 2009,Shahin Sumon,A.S.M Film,,Bengali,,
https://oldnothi.bfa.gov.bd/film-details/706,Padma Chare,19 February 1993,Gazi Humayun Kabir,R. K. Enterprise,"Aliraj, Jinnat",Bengali,https://imdb.com/title/tt10476024,
https://oldnothi.bfa.gov.bd/film-details/708,Keyamat Theke Keyamat,20 March 1993,Sohanur Rahman Sohan,Anandamela Cinema Ltd.,"Mousumi, Salman Shah",Bengali,https://imdb.com/title/tt4022394,https://www.themoviedb.org/movie/419785
https://oldnothi.bfa.gov.bd/film-details/707,Abuj Santan,20 March 1993,Kamal Ahmed,S. S.Productions Ltd:,"Shabana, Alamgir, Rani, Manna, Aruna Bishwas",Bengali,https://imdb.com/title/tt5538244,
https://oldnothi.bfa.gov.bd/film-details/710,Ebadat,03 July 2009,A T M Shamsuzzaman,Umme Film,"Riaz, Shabnur, A T M Shamsuzzaman",Bengali,https://imdb.com/title/tt2302587,
https://oldnothi.bfa.gov.bd/film-details/709,Hingsha,20 March 1993,Motaleb Hossain,Marina Movies,"Shabana, Jasim, Shahnaz",Bengali,https://imdb.com/title/tt7006410,
https://oldnothi.bfa.gov.bd/film-details/711,Prem Shokti,20 March 1993,Razzak,Rajalakshi Productions,"Razzak, Shabnam, Bapparaj, Sonia",Bengali,https://imdb.com/title/tt0267845,
https://oldnothi.bfa.gov.bd/film-details/712,Shami Strir Wada,17 July 2009,PA Kajal,Jonota Kathachitra,"Shakib Khan, Shabnur, Rumana, Sucharita",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/714,Bhalobeshe Bou Anbo,24 July 2009,Chandan Chowdhury,Sadia Hossain Kathachitra,"Shabnur, Riaz, Sahara, Misha Sawdakar",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/715,Lady Inspector,09 April 1993,Shafi Bikrampuri,Jamuna Film Corporation,"Diti, Sohel Chowdhury, Amit Hasan, Lima",Bengali,https://imdb.com/title/tt34987547,
https://oldnothi.bfa.gov.bd/film-details/713,Nag Naginir Prem,20 March 1993,Shahjahan Akand,SD Productions,"Jasim, Nuton, Dany, Sabiha, Shima",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/716,Jan Amar Jan,21 September 2009,MB Manik,Five Star Movies,"Shakib Khan, Apu Bishwas",Bengali,https://imdb.com/title/tt23781186,
https://oldnothi.bfa.gov.bd/film-details/717,Nishpap Asami,09 April 1993,Kamal Sarkar,Angeekar Kathachitra,"Kamal Sarkar, Emran, Sabiha, Aruna Bishwas",Bengali,https://imdb.com/title/tt7205556,
https://oldnothi.bfa.gov.bd/film-details/719,Bolona Kobul,21 September 2009,Shahadat Hossain Liton,Bondan Banichitra,"Shakib Khan, Apu Bishwas",Bengali,https://imdb.com/title/tt34483896,
https://oldnothi.bfa.gov.bd/film-details/718,Mayer Hate Behester Chabi,21 September 2009,F I Manik,Amibani Kathachitra,"Shakib Khan, Apu Bishwas, Dipzol, Anwara",Bengali,https://imdb.com/title/tt12753460,
https://oldnothi.bfa.gov.bd/film-details/720,Top Mastan,16 April 1993,Fazal Ahmed Benazir,Rana Films,"Champa, Shabnam, Rana Hamid",Bengali,https://imdb.com/title/tt1982711,
https://oldnothi.bfa.gov.bd/film-details/722,O Sathire,21 September 2009,Shafi Iqbal,Digonto Movies,"Shakib Khan, Apu Bishwas, Bapparaj",Bengali,https://imdb.com/title/tt15778182,
https://oldnothi.bfa.gov.bd/film-details/721,Shaheb Name Golam,21 September 2009,Raju Chowdhury,Apurno Kathachitra,"Shakib Khan, Sahara, Mousumi, Mila",Bengali,https://imdb.com/title/tt33337008,
https://oldnothi.bfa.gov.bd/film-details/723,Ain Boro Na Sontan Boro,21 September 2009,A J Rana,Shifa Kabya Movie,"Maruf, Nipun, Ujjal, Suchorita",Bengali,https://imdb.com/title/tt33781877,
https://oldnothi.bfa.gov.bd/film-details/724,Love,16 April 1993,Sohanur Rahman Sohan,SP Productions,"Shabnaz, Nayeem, Humayun Faridi, Rajib",Bengali,,https://www.themoviedb.org/movie/315099
https://oldnothi.bfa.gov.bd/film-details/727,Bede Konya Padma Rani,23 April 1993,Saidur Rahman Sayed,Bangladesh Film International,"Anju Ghosh, Sattar",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/725,Britter Baire,21 September 2009,Golam Rabbari Biplob,Impress Telefilm Ltd.,"Fazlur Rahman Babu, Piyush Bondupaddya, Kankon",Bengali,https://imdb.com/title/tt1503767,https://www.themoviedb.org/movie/310629
https://oldnothi.bfa.gov.bd/film-details/730,Sobaito Bhalobasa Chay,16 October 2009,Delwar Hossain Jhantu,Jara Pictures,"Razzak, Misha Sawdagor, Purnima, Babita",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/728,Rastar Chele,09 October 2009,Shahin Sumon,R. C. S. Movie,"Kazi Maruf, Emon, Sahara, Resi",Bengali,https://imdb.com/title/tt0090065,
https://oldnothi.bfa.gov.bd/film-details/729,Dangga Feshad,30 April 1993,Chashi Nazrul Islam,Bony Pictures,"Rozina, Faruk, Rani, Aruna Bishwas, Amit Hasan",Bengali,https://imdb.com/title/tt5609530,
https://oldnothi.bfa.gov.bd/film-details/726,Prem Dewana,23 April 1993,Montazur Rahman Akbar,Alamgir Pictures Ltd.,"Champa, Manna, Sangita, Shahin",Bengali,https://imdb.com/title/tt2632008,
https://oldnothi.bfa.gov.bd/film-details/731,Jony Ostad,30 April 1993,Zahirul Haque,National Film,"Razzak, Iliyas Kanchan, Anju Ghosh, Falguni",Bengali,https://imdb.com/title/tt0187188,
https://oldnothi.bfa.gov.bd/film-details/732,Dagi Shontan,07 May 1993,S. Alam Saki,A.S. Movies,"Jasim, Nuton, Imran, Sohana",Bengali,https://imdb.com/title/tt0159569,
https://oldnothi.bfa.gov.bd/film-details/733,Sottobadi,07 May 1993,Delwar Jahan Jhantu,Tina Munmun Kathachitra,"Alamgir, Nuton, Manna, Jinat, Danny, Sabiha",Bengali,https://imdb.com/title/tt4029088,
https://oldnothi.bfa.gov.bd/film-details/734,Valobashar Shesh Nai,16 October 2009,Reza Latif,A. R. Pro,"Somrat, Sahara, Nipun, Razzak",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/737,Valobashar Lal Golap,23 October 2009,Mohaman Hossain Jamie,Ocean Films,"Shakib Khan, Apu Bishwas, Purnima, Babita",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/735,Sotorko Saitan,14 May 1993,Shahidul Islam Khokon,Alpana Kathachitra,"Ujjal, Rubel, Lima, Sohana",Bengali,https://imdb.com/title/tt7354366,
https://oldnothi.bfa.gov.bd/film-details/740,Nonoda Bhabi,02 June 1993,Jamshedur Rahman,Avi film,"Shabana, Alamgir, Nuton",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/739,Shakkhat,02 June 1993,Saidul Azam Qasim,Metro Films,"Champa, Manna, Shabnaz, Naim",Bengali,https://imdb.com/title/tt1663941,
https://oldnothi.bfa.gov.bd/film-details/738,Mon Diyechi Tomake,23 October 2009,Nayak Raj Razzak,R.S Entertainment,"Razzak, Somrat, Sahara",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/741,Rakto Nishan,02 June 1993,Siddique Jamal Nantu,Nantu Movies,"Shabana, Rubel, Michela",,https://imdb.com/title/tt13483212,
https://oldnothi.bfa.gov.bd/film-details/742,Mrittur Fade,30 October 2009,Anwar Chowdhury Jibon,J. M. Production,"Amin Khan, Nadi, Misha Sawdagor, Mizu Ahmed",Bengali,https://imdb.com/title/tt12749922,
https://oldnothi.bfa.gov.bd/film-details/744,Banglar Bodhu,02 June 1993,A. J. Mintu,J. J. Movies,"Shabana, Alamgir",Bengali,https://imdb.com/title/tt7124694,https://www.themoviedb.org/movie/1023980
https://oldnothi.bfa.gov.bd/film-details/745,Adorer Choto bhai,06 November 2009,Sultan Badal,Confidence,"Rubel, Gana, Shamim Shah",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/743,Khuni Ashami,02 June 1993,Shibli Sadiq,Joy movie,"Iliyas Kanchan, Anju Ghosh",Bengali,https://imdb.com/title/tt34771301,
https://oldnothi.bfa.gov.bd/film-details/746,Priyotomeshu,13 November 2009,Morshedul Islam,Lesar Vision,"Taukir Ahmed, Afsana Mimi, shohana Saba",Bengali,https://imdb.com/title/tt3425150,
https://oldnothi.bfa.gov.bd/film-details/747,Premer Dabee,18 June 1993,Debashish Sarkar,Amara Kotipoy,"Sohel Rana, Rozina, Diti, Sohel Chowdhury",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/750,Maha Guru,02 July 1993,A. J. Rana,AS Productions,"Rubels, poetry",Bengali,https://imdb.com/title/tt34117872,
https://oldnothi.bfa.gov.bd/film-details/749,Tyag,02 July 1993,Shibli Sadiq,Sonamani film,"Iliyas Kanchan, Diti, Aruna Bishwas",Bengali,https://imdb.com/title/tt5344316,
https://oldnothi.bfa.gov.bd/film-details/752,Gongajatra,28 November 2009,Ohiduzzaman Daimond,,,Bengali,https://imdb.com/title/tt5269644,
https://oldnothi.bfa.gov.bd/film-details/751,Rupantor,28 November 2009,Abu Sayed,,,Bengali,https://imdb.com/title/tt1397219,
https://oldnothi.bfa.gov.bd/film-details/748,Amar Praner Priya,28 November 2009,Zakir Hossain Raju,Heartbeat Pro,"Shakib Khan, Mim, Misha Sawdagar",Bengali,https://imdb.com/title/tt6092712,https://www.themoviedb.org/movie/1336398
https://oldnothi.bfa.gov.bd/film-details/755,Mone Boro Kosto,28 December 2009,Shahin Sumon,S.M.S Film,"Shakib Khan, Apu Bishwas, Nirob, Keya,",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/753,Neya Baidani,09 July 1993,M. A. Khan Sabuj,Baishakhi Film International,"Shahin Alam, Khushboo",Bengali,https://imdb.com/title/tt11484426,
https://oldnothi.bfa.gov.bd/film-details/754,Third person Singular Number,11 December 2009,Mostafa Sarwar Faruki,Impress Telefilm,"Tisha, Mosharof Karim",Bengali,https://imdb.com/title/tt1514446,https://www.themoviedb.org/movie/78310
https://oldnothi.bfa.gov.bd/film-details/756,Prem Shudu Prem,16 July 1993,Ismail Hossain,Sunrise film,"Sunny, Madhavi",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/760,Mon Chuyeche Mon,18 December 2009,Mostafizur Rahman Manik,Nobo Dhara Movies,"Shabnur, Riaz, Jayed Khan",Bengali,https://imdb.com/title/tt2391494,
https://oldnothi.bfa.gov.bd/film-details/758,Kajer Manush,28 December 2009,Montazur Rahman Akbar,Ami Boni Kathachitra,"Somrat, Sahara, Misha Sawdagar, Dipzol",Bengali,https://imdb.com/title/tt2572120,
https://oldnothi.bfa.gov.bd/film-details/757,Valo Basa Dibi Ki Na Bol,28 December 2009,Uttam Akash,Maa Chitro Kotha,"Shakib Khan, Apu Bishwas, Mizu Ahmed",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/759,Gohar Badsha Banecha Pari,16 July 1993,Jiban Rahman,Himel Kothachitra,"Champa, Manna",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/761,Guru Bhai,18 December 2009,A. Q. Khokon,S.R Pro,"Nirob, Resi, Helal Khan,",Bengali,https://imdb.com/title/tt1406157,
https://oldnothi.bfa.gov.bd/film-details/763,Mohot,30 July 1993,Nur Hossain Bolai,Friends Movies,"Iliyas Kanchan, Shahnaz, Omar Sunny",Bengali,https://imdb.com/title/tt0085894,
https://oldnothi.bfa.gov.bd/film-details/762,Takar Pahar,23 July 1993,Momtazur Rahman Akbar,Sam Pictures,"Mishti, Dipzol, Shawkat Akbar",Bengali,https://imdb.com/title/tt2633754,
https://oldnothi.bfa.gov.bd/film-details/765,Antor Jala,30 July 1993,Abid Hassan Badal,Bijoy movie,"Babita, Iliyas Kanchan, Aruna Bishwas",Bengali,https://imdb.com/title/tt7773370,
https://oldnothi.bfa.gov.bd/film-details/764,Piritir Agun Jole Digun,25 December 2009,PA Kajal,Riddhi Tokij,"Sabnur,Aman, Razzak, Subrato",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/768,Mintu Shomrat,06 August 1993,A. J. Rana,Olympia Pictures,"Rubel, Akhi, Imran, Priyanka",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/766,Shoturuta,06 August 1993,Motaleb Hossain,N.N. Films,"Jasim, Nuton, Mahmud Kali, Rani, Bulbul Ahmed",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/767,Takar Chaye Prem Boro,01 January 2010,Shahadat Hossain Liton,NandonicFilm,"Shakib Khan, Apu Bishwas, Aliraj, Don",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/769,Nag Naginir Shopno,08 January 2010,SM Sarkar,Seheli Kathachitra,"Zayed Khan, Shakira, Kabila",Bengali,,
https://oldnothi.bfa.gov.bd/film-details/770,Apaharan,13 August 1993,Shahidul Islam Khokon,Hasanabad Kathachitra,"Sohel Rana, Surbana, Rubel, Sathi, Humayun Faridi",Bengali,https://imdb.com/title/tt0451631,
